Product_Name,Year_Month,Warehouse_Inventory,Inventory_Cost_Per_Unit,Storage_Cost
Titleist Pro V1x High Numbers Personalized Go,201607,0,2.23,0
Nike Men's Deutschland Weltmeister Winners Bl,201607,0,1.58,0
Bridgestone e6 Straight Distance NFL San Dieg,201607,1,1.88,1.88
Nike Women's Tempo Shorts,201607,2,0.28,0.57
Team Golf Texas Longhorns Putter Grip,201607,5,0.21,1.04
Hirzl Women's Soffft Flex Golf Glove,201607,6,0.93,5.57
Clicgear 8.0 Shoe Brush,201607,10,1.27,12.71
Hirzl Women's Hybrid Golf Glove,201607,5,0.75,3.75
Team Golf Pittsburgh Steelers Putter Grip,201607,7,2.1,14.71
Top Flite Women's 2017 XL Hybrid,201607,9,0.84,7.56
Glove It Urban Brick Golf Towel,201607,3,0.46,1.39
Nike Dri-FIT Crew Sock 6 Pack,201607,1,0.55,0.55
TYR Boys' Team Digi Jammer,201607,5,1.53,7.63
Team Golf San Francisco Giants Putter Grip,201607,3,1.32,3.96
Clicgear Rovic Cooler Bag,201607,4,1.18,4.72
Hirzl Men's Hybrid Golf Glove,201607,0,2.31,0
Titleist Pro V1x Golf Balls,201607,19,1.68,31.83
adidas Men's Germany Black Crest Away Tee,201607,0,0.22,0
Titleist Pro V1 High Numbers Personalized Gol,201607,0,1.96,0
Under Armour Women's Micro G Skulpt Running S,201607,13,1.52,19.82
Under Armour Hustle Storm Medium Duffle Bag,201607,21,0.17,3.58
Under Armour Women's Ignite PIP VI Slide,201607,5,0.44,2.19
Bag Boy Beverage Holder,201607,12,2.33,27.99
Under Armour Men's Tech II T-Shirt,201607,15,0.7,10.52
Team Golf New England Patriots Putter Grip,201607,5,2.16,10.79
Under Armour Men's Compression EV SL Slide,201607,0,1.45,0
Bridgestone e6 Straight Distance NFL Tennesse,201607,1,1.85,1.85
Glove It Women's Mod Oval Golf Glove,201607,8,1.22,9.76
Titleist Pro V1x High Numbers Golf Balls,201607,7,1.74,12.19
Nike Women's Legend V-Neck T-Shirt,201607,2,1.41,2.82
Under Armour Kids' Mercenary Slide,201607,2,0.42,0.85
adidas Kids' F5 Messi FG Soccer Cleat,201607,7,2.01,14.07
Children's heaters,201607,0,0.13,0
Web Camera,201607,0,1.55,0
Dell Laptop,201607,33,1.82,59.97
Porcelain crafts,201607,0,1.26,0
Sports Books,201607,0,0.37,0
DVDs,201607,0,1.97,0
Industrial consumer electronics,201607,0,1.81,0
Fighting video games,201607,0,1.19,0
Summer dresses,201607,0,0.79,0
Lawn mower,201607,0,1.36,0
Adult dog supplies,201607,0,1.11,0
Rock music,201607,0,1.46,0
Elevation Training Mask 2.0,201607,0,1.45,0
LIJA Women's Mid-Length Panel Golf Shorts,201607,0,2.29,0
Toys,201607,0,1.44,0
Brooks Women's Ghost 6 Running Shoe,201607,0,1.58,0
Bag Boy M330 Push Cart,201607,0,1.53,0
Merrell Women's Grassbow Sport Hiking Shoe,201607,0,0.45,0
Nike Men's Free TR 5.0 TB Training Shoe,201607,0,1.17,0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201607,0,2.14,0
First aid kit,201607,0,0.25,0
CDs of rock,201607,0,1.41,0
Polar FT4 Heart Rate Monitor,201607,0,1.13,0
LIJA Women's Argyle Golf Polo,201607,0,0.78,0
TaylorMade White Smoke IN-12 Putter,201607,0,0.15,0
Fitbit The One Wireless Activity & Sleep Trac,201607,0,0.96,0
Nike Kids' Grade School KD VI Basketball Shoe,201607,0,2.07,0
The North Face Women's Recon Backpack,201607,0,0.29,0
Smart watch,201607,0,1.82,0
Baby sweater,201607,0,0.69,0
MDGolf Pittsburgh Penguins Putter,201607,0,1.65,0
Men's gala suit,201607,0,2.04,0
Merrell Men's All Out Flash Trail Running Sho,201607,0,1.2,0
Garmin Approach S3 Golf GPS Watch,201607,0,2.11,0
LIJA Women's Button Golf Dress,201607,0,0.91,0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201607,0,1.09,0
Merrell Women's Siren Mid Waterproof Hiking B,201607,0,1.5,0
TaylorMade Women's RBZ SL Rescue,201607,0,1.3,0
Mio ALPHA Heart Rate Monitor/Sport Watch,201607,0,0.78,0
TaylorMade 2017 Purelite Stand Bag,201607,0,2.24,0
Cleveland Golf Collegiate My Custom Wedge 588,201607,0,0.21,0
adidas Brazuca 2017 Official Match Ball,201607,0,0.89,0
Nike Men's Fingertrap Max Training Shoe,201607,0,2.15,0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201607,0,2.17,0
Nike Men's Kobe IX Elite Low Basketball Shoe,201607,0,1.37,0
Ogio Race Golf Shoes,201607,0,1.24,0
insta-bed Neverflat Air Mattress,201607,0,0.92,0
GolfBuddy VT3 GPS Watch,201607,0,1.15,0
Merrell Women's Grassbow Sport Waterproof Hik,201607,0,0.87,0
Titleist Small Wheeled Travel Cover,201607,0,1.14,0
Polar Loop Activity Tracker,201607,0,1.14,0
Pelican Maverick 100X Kayak,201607,0,0.41,0
Garmin Approach S4 Golf GPS Watch,201607,0,0.98,0
Total Gym 1400,201607,0,0.14,0
Garmin Forerunner 910XT GPS Watch,201607,0,1.46,0
Titleist Club Glove Travel Cover,201607,0,2.03,0
GoPro HERO3+ Black Edition Camera,201607,0,0.75,0
Diamondback Boys' Insight 24 Performance Hybr,201607,0,1.03,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201607,0,0.96,0
Stiga Master Series ST3100 Competition Indoor,201607,0,1.94,0
SOLE E35 Elliptical,201607,19,1.35,25.68
Bushnell Pro X7 Jolt Slope Rangefinder,201607,10,0.71,7.12
SOLE E25 Elliptical,201607,30,1.08,32.47
Bowflex SelectTech 1090 Dumbbells,201607,18,0.13,2.39
Perfect Fitness Perfect Rip Deck,201606,211,1.19,250.14
Nike Men's Dri-FIT Victory Golf Polo,201606,417,0.83,345.7
O'Brien Men's Neoprene Life Vest,201606,190,0.4,76.41
Nike Men's Free 5.0+ Running Shoe,201606,307,0.89,273.49
Under Armour Girls' Toddler Spine Surge Runni,201606,81,0.79,63.73
Nike Men's CJ Elite 2 TD Football Cleat,201606,82,2.01,164.68
Field & Stream Sportsman 16 Gun Fire Safe,201606,131,2,261.86
Pelican Sunstream 100 Kayak,201606,55,2.26,124.45
Diamondback Women's Serene Classic Comfort Bi,201606,109,0.88,95.9
ENO Atlas Hammock Straps,201606,13,1.43,18.64
Nike Men's Comfort 2 Slide,201606,1,2.07,2.07
adidas Youth Germany Black/Red Away Match Soc,201606,5,1.72,8.59
Team Golf St. Louis Cardinals Putter Grip,201606,1,1.88,1.88
LIJA Women's Eyelet Sleeveless Golf Polo,201606,1,1.61,1.61
adidas Men's F10 Messi TRX FG Soccer Cleat,201606,28,0.81,22.63
Glove It Women's Imperial Golf Glove,201606,4,0.36,1.45
Glove It Imperial Golf Towel,201606,9,2.11,19.02
Bridgestone e6 Straight Distance NFL Carolina,201606,22,1.1,24.12
Glove It Women's Mod Oval 3-Zip Carry All Gol,201606,4,2.01,8.03
Columbia Men's PFG Anchor Tough T-Shirt,201606,2,1.03,2.05
Under Armour Women's Ignite Slide,201606,1,2.19,2.19
Team Golf Tennessee Volunteers Putter Grip,201606,1,1.78,1.78
Titleist Pro V1x High Numbers Personalized Go,201606,0,1.07,0
Nike Men's Deutschland Weltmeister Winners Bl,201606,2,1.15,2.31
Bridgestone e6 Straight Distance NFL San Dieg,201606,0,2.28,0
Nike Women's Tempo Shorts,201606,1,1.57,1.57
Team Golf Texas Longhorns Putter Grip,201606,2,0.54,1.07
Hirzl Women's Soffft Flex Golf Glove,201606,9,1.06,9.53
Clicgear 8.0 Shoe Brush,201606,6,0.71,4.26
Hirzl Women's Hybrid Golf Glove,201606,13,0.21,2.71
Team Golf Pittsburgh Steelers Putter Grip,201606,5,0.6,3
Top Flite Women's 2017 XL Hybrid,201606,0,1.36,0
Glove It Urban Brick Golf Towel,201606,2,1.19,2.39
Nike Dri-FIT Crew Sock 6 Pack,201606,0,1.91,0
TYR Boys' Team Digi Jammer,201606,9,1.36,12.2
Team Golf San Francisco Giants Putter Grip,201606,6,1.47,8.8
Clicgear Rovic Cooler Bag,201606,13,1.46,19.03
Hirzl Men's Hybrid Golf Glove,201606,5,0.15,0.76
Titleist Pro V1x Golf Balls,201606,1,2.25,2.25
adidas Men's Germany Black Crest Away Tee,201606,13,0.42,5.45
Titleist Pro V1 High Numbers Personalized Gol,201606,2,1.14,2.29
Under Armour Women's Micro G Skulpt Running S,201606,2,2.22,4.44
Under Armour Hustle Storm Medium Duffle Bag,201606,0,0.53,0
Under Armour Women's Ignite PIP VI Slide,201606,1,0.3,0.3
Bag Boy Beverage Holder,201606,6,1.12,6.75
Under Armour Men's Tech II T-Shirt,201606,1,2.3,2.3
Team Golf New England Patriots Putter Grip,201606,9,0.22,1.98
Under Armour Men's Compression EV SL Slide,201606,0,0.14,0
Bridgestone e6 Straight Distance NFL Tennesse,201606,10,0.82,8.19
Glove It Women's Mod Oval Golf Glove,201606,0,0.9,0
Titleist Pro V1x High Numbers Golf Balls,201606,9,1.56,14.03
Nike Women's Legend V-Neck T-Shirt,201606,1,1.38,1.38
Under Armour Kids' Mercenary Slide,201606,1,0.32,0.32
adidas Kids' F5 Messi FG Soccer Cleat,201606,9,2.03,18.31
Children's heaters,201606,0,0.84,0
Web Camera,201606,0,2.12,0
Dell Laptop,201606,33,0.64,21.01
Porcelain crafts,201606,0,0.48,0
Sports Books,201606,0,1.3,0
DVDs,201606,0,1.14,0
Industrial consumer electronics,201606,0,0.49,0
Fighting video games,201606,0,1.68,0
Summer dresses,201606,0,0.75,0
Lawn mower,201606,0,0.11,0
Adult dog supplies,201606,0,0.64,0
Rock music,201606,0,1.69,0
Elevation Training Mask 2.0,201606,0,1.29,0
LIJA Women's Mid-Length Panel Golf Shorts,201606,0,1.87,0
Toys,201606,0,1.33,0
Brooks Women's Ghost 6 Running Shoe,201606,0,0.11,0
Bag Boy M330 Push Cart,201606,0,1.4,0
Merrell Women's Grassbow Sport Hiking Shoe,201606,0,1.56,0
Nike Men's Free TR 5.0 TB Training Shoe,201606,0,0.21,0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201606,0,1.01,0
First aid kit,201606,0,1.66,0
CDs of rock,201606,0,1.84,0
Polar FT4 Heart Rate Monitor,201606,0,0.98,0
LIJA Women's Argyle Golf Polo,201606,0,1.29,0
TaylorMade White Smoke IN-12 Putter,201606,0,1.47,0
Fitbit The One Wireless Activity & Sleep Trac,201606,0,1.35,0
Nike Kids' Grade School KD VI Basketball Shoe,201606,0,1.04,0
The North Face Women's Recon Backpack,201606,0,1.18,0
Smart watch,201606,0,1.54,0
Baby sweater,201606,0,1.96,0
MDGolf Pittsburgh Penguins Putter,201606,0,2.32,0
Men's gala suit,201606,0,2.04,0
Merrell Men's All Out Flash Trail Running Sho,201606,0,1.4,0
Garmin Approach S3 Golf GPS Watch,201606,0,0.33,0
LIJA Women's Button Golf Dress,201606,0,2.18,0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201606,0,0.88,0
Merrell Women's Siren Mid Waterproof Hiking B,201606,0,1.99,0
TaylorMade Women's RBZ SL Rescue,201606,0,2.07,0
Mio ALPHA Heart Rate Monitor/Sport Watch,201606,0,0.8,0
TaylorMade 2017 Purelite Stand Bag,201606,0,0.18,0
Cleveland Golf Collegiate My Custom Wedge 588,201606,0,1.96,0
adidas Brazuca 2017 Official Match Ball,201606,0,1.87,0
Nike Men's Fingertrap Max Training Shoe,201606,0,2.18,0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201606,0,0.17,0
Nike Men's Kobe IX Elite Low Basketball Shoe,201606,0,1.56,0
Ogio Race Golf Shoes,201606,0,2.27,0
insta-bed Neverflat Air Mattress,201606,0,0.77,0
GolfBuddy VT3 GPS Watch,201606,0,1.21,0
Merrell Women's Grassbow Sport Waterproof Hik,201606,0,2.26,0
Titleist Small Wheeled Travel Cover,201606,0,0.32,0
Polar Loop Activity Tracker,201606,0,1.87,0
Pelican Maverick 100X Kayak,201606,0,1.95,0
Garmin Approach S4 Golf GPS Watch,201606,0,1.35,0
Total Gym 1400,201606,0,0.52,0
Garmin Forerunner 910XT GPS Watch,201606,0,1.43,0
Titleist Club Glove Travel Cover,201606,0,2.34,0
GoPro HERO3+ Black Edition Camera,201606,0,0.92,0
Diamondback Boys' Insight 24 Performance Hybr,201606,0,2.25,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201606,0,1.28,0
Stiga Master Series ST3100 Competition Indoor,201606,0,1.5,0
SOLE E35 Elliptical,201606,3,0.62,1.87
Bushnell Pro X7 Jolt Slope Rangefinder,201606,28,1.59,44.53
SOLE E25 Elliptical,201606,1,2.19,2.19
Bowflex SelectTech 1090 Dumbbells,201606,7,0.44,3.08
Perfect Fitness Perfect Rip Deck,201605,884,2.14,1890.97
Nike Men's Dri-FIT Victory Golf Polo,201605,204,1.86,378.5
O'Brien Men's Neoprene Life Vest,201605,136,1.46,198.92
Nike Men's Free 5.0+ Running Shoe,201605,261,2.24,584.96
Under Armour Girls' Toddler Spine Surge Runni,201605,212,2.04,431.57
Nike Men's CJ Elite 2 TD Football Cleat,201605,17,1.42,24.2
Field & Stream Sportsman 16 Gun Fire Safe,201605,32,2.3,73.54
Pelican Sunstream 100 Kayak,201605,95,0.98,93.06
Diamondback Women's Serene Classic Comfort Bi,201605,39,0.81,31.67
ENO Atlas Hammock Straps,201605,2,1.27,2.55
Nike Men's Comfort 2 Slide,201605,0,1.78,0
adidas Youth Germany Black/Red Away Match Soc,201605,16,0.39,6.17
Team Golf St. Louis Cardinals Putter Grip,201605,10,0.93,9.34
LIJA Women's Eyelet Sleeveless Golf Polo,201605,17,1.85,31.52
adidas Men's F10 Messi TRX FG Soccer Cleat,201605,34,1.55,52.78
Glove It Women's Imperial Golf Glove,201605,3,0.29,0.86
Glove It Imperial Golf Towel,201605,1,0.79,0.79
Bridgestone e6 Straight Distance NFL Carolina,201605,10,0.39,3.86
Glove It Women's Mod Oval 3-Zip Carry All Gol,201605,4,0.23,0.91
Columbia Men's PFG Anchor Tough T-Shirt,201605,6,0.72,4.31
Under Armour Women's Ignite Slide,201605,0,2.08,0
Team Golf Tennessee Volunteers Putter Grip,201605,2,0.71,1.42
Titleist Pro V1x High Numbers Personalized Go,201605,3,1.14,3.43
Nike Men's Deutschland Weltmeister Winners Bl,201605,16,0.17,2.76
Bridgestone e6 Straight Distance NFL San Dieg,201605,4,1.52,6.09
Nike Women's Tempo Shorts,201605,6,0.49,2.97
Team Golf Texas Longhorns Putter Grip,201605,8,2.12,16.95
Hirzl Women's Soffft Flex Golf Glove,201605,0,1.69,0
Clicgear 8.0 Shoe Brush,201605,17,1.05,17.77
Hirzl Women's Hybrid Golf Glove,201605,0,2.11,0
Team Golf Pittsburgh Steelers Putter Grip,201605,16,0.19,2.98
Top Flite Women's 2017 XL Hybrid,201605,0,1.27,0
Glove It Urban Brick Golf Towel,201605,12,0.99,11.86
Nike Dri-FIT Crew Sock 6 Pack,201605,2,0.84,1.68
TYR Boys' Team Digi Jammer,201605,0,0.15,0
Team Golf San Francisco Giants Putter Grip,201605,0,2.12,0
Clicgear Rovic Cooler Bag,201605,14,1.22,17.07
Hirzl Men's Hybrid Golf Glove,201605,0,2.2,0
Titleist Pro V1x Golf Balls,201605,22,0.98,21.58
adidas Men's Germany Black Crest Away Tee,201605,0,0.69,0
Titleist Pro V1 High Numbers Personalized Gol,201605,1,0.65,0.65
Under Armour Women's Micro G Skulpt Running S,201605,14,1.96,27.39
Under Armour Hustle Storm Medium Duffle Bag,201605,5,0.99,4.95
Under Armour Women's Ignite PIP VI Slide,201605,0,2.05,0
Bag Boy Beverage Holder,201605,5,1.92,9.6
Under Armour Men's Tech II T-Shirt,201605,6,0.54,3.26
Team Golf New England Patriots Putter Grip,201605,17,0.24,4.04
Under Armour Men's Compression EV SL Slide,201605,3,0.54,1.62
Bridgestone e6 Straight Distance NFL Tennesse,201605,0,1.09,0
Glove It Women's Mod Oval Golf Glove,201605,0,2.29,0
Titleist Pro V1x High Numbers Golf Balls,201605,0,0.51,0
Nike Women's Legend V-Neck T-Shirt,201605,0,0.94,0
Under Armour Kids' Mercenary Slide,201605,31,2.25,69.73
adidas Kids' F5 Messi FG Soccer Cleat,201605,0,1,0
Children's heaters,201605,0,0.52,0
Web Camera,201605,0,0.33,0
Dell Laptop,201605,10,2.13,21.26
Porcelain crafts,201605,0,1.99,0
Sports Books,201605,0,2.06,0
DVDs,201605,0,1.56,0
Industrial consumer electronics,201605,0,1.47,0
Fighting video games,201605,0,0.86,0
Summer dresses,201605,0,0.83,0
Lawn mower,201605,0,1.75,0
Adult dog supplies,201605,0,0.48,0
Rock music,201605,0,2.08,0
Elevation Training Mask 2.0,201605,0,0.48,0
LIJA Women's Mid-Length Panel Golf Shorts,201605,0,0.51,0
Toys,201605,0,0.14,0
Brooks Women's Ghost 6 Running Shoe,201605,0,0.23,0
Bag Boy M330 Push Cart,201605,0,0.65,0
Merrell Women's Grassbow Sport Hiking Shoe,201605,0,0.81,0
Nike Men's Free TR 5.0 TB Training Shoe,201605,0,0.64,0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201605,0,0.4,0
First aid kit,201605,0,2.16,0
CDs of rock,201605,0,1.76,0
Polar FT4 Heart Rate Monitor,201605,0,1.3,0
LIJA Women's Argyle Golf Polo,201605,0,1.31,0
TaylorMade White Smoke IN-12 Putter,201605,0,1.26,0
Fitbit The One Wireless Activity & Sleep Trac,201605,0,1.96,0
Nike Kids' Grade School KD VI Basketball Shoe,201605,0,1.48,0
The North Face Women's Recon Backpack,201605,0,1.33,0
Smart watch,201605,0,0.43,0
Baby sweater,201605,0,1.2,0
MDGolf Pittsburgh Penguins Putter,201605,0,0.51,0
Men's gala suit,201605,0,1.42,0
Merrell Men's All Out Flash Trail Running Sho,201605,0,1.65,0
Garmin Approach S3 Golf GPS Watch,201605,0,0.29,0
LIJA Women's Button Golf Dress,201605,0,0.35,0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201605,0,2.33,0
Merrell Women's Siren Mid Waterproof Hiking B,201605,0,1.61,0
TaylorMade Women's RBZ SL Rescue,201605,0,1.44,0
Mio ALPHA Heart Rate Monitor/Sport Watch,201605,0,0.32,0
TaylorMade 2017 Purelite Stand Bag,201605,0,0.31,0
Cleveland Golf Collegiate My Custom Wedge 588,201605,0,1.01,0
adidas Brazuca 2017 Official Match Ball,201605,0,1.75,0
Nike Men's Fingertrap Max Training Shoe,201605,0,0.33,0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201605,0,1.7,0
Nike Men's Kobe IX Elite Low Basketball Shoe,201605,0,0.15,0
Ogio Race Golf Shoes,201605,0,1.49,0
insta-bed Neverflat Air Mattress,201605,0,1.22,0
GolfBuddy VT3 GPS Watch,201605,0,0.8,0
Merrell Women's Grassbow Sport Waterproof Hik,201605,0,2.29,0
Titleist Small Wheeled Travel Cover,201605,0,0.63,0
Polar Loop Activity Tracker,201605,0,1.6,0
Pelican Maverick 100X Kayak,201605,0,1.24,0
Garmin Approach S4 Golf GPS Watch,201605,0,1.62,0
Total Gym 1400,201605,1,0.88,0.88
Garmin Forerunner 910XT GPS Watch,201605,0,1.14,0
Titleist Club Glove Travel Cover,201605,0,0.97,0
GoPro HERO3+ Black Edition Camera,201605,0,1.5,0
Diamondback Boys' Insight 24 Performance Hybr,201605,0,0.11,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201605,0,1.08,0
Stiga Master Series ST3100 Competition Indoor,201605,0,1.95,0
SOLE E35 Elliptical,201605,19,2.28,43.32
Bushnell Pro X7 Jolt Slope Rangefinder,201605,23,1.01,23.16
SOLE E25 Elliptical,201605,11,2.32,25.53
Bowflex SelectTech 1090 Dumbbells,201605,35,2.01,70.44
Perfect Fitness Perfect Rip Deck,201604,481,2.29,1102.76
Nike Men's Dri-FIT Victory Golf Polo,201604,156,0.87,136.12
O'Brien Men's Neoprene Life Vest,201604,470,1.81,850.58
Nike Men's Free 5.0+ Running Shoe,201604,343,1.53,523.64
Under Armour Girls' Toddler Spine Surge Runni,201604,367,0.15,53.4
Nike Men's CJ Elite 2 TD Football Cleat,201604,233,2.04,475.72
Field & Stream Sportsman 16 Gun Fire Safe,201604,154,0.36,55.71
Pelican Sunstream 100 Kayak,201604,9,0.54,4.83
Diamondback Women's Serene Classic Comfort Bi,201604,42,1.75,73.62
ENO Atlas Hammock Straps,201604,5,0.68,3.42
Nike Men's Comfort 2 Slide,201604,20,1.73,34.52
adidas Youth Germany Black/Red Away Match Soc,201604,13,0.95,12.31
Team Golf St. Louis Cardinals Putter Grip,201604,5,0.11,0.56
LIJA Women's Eyelet Sleeveless Golf Polo,201604,4,0.3,1.19
adidas Men's F10 Messi TRX FG Soccer Cleat,201604,3,0.64,1.91
Glove It Women's Imperial Golf Glove,201604,10,0.28,2.83
Glove It Imperial Golf Towel,201604,12,0.49,5.88
Bridgestone e6 Straight Distance NFL Carolina,201604,1,1.49,1.49
Glove It Women's Mod Oval 3-Zip Carry All Gol,201604,0,0.42,0
Columbia Men's PFG Anchor Tough T-Shirt,201604,6,1.58,9.47
Under Armour Women's Ignite Slide,201604,3,1.75,5.25
Team Golf Tennessee Volunteers Putter Grip,201604,6,0.71,4.25
Titleist Pro V1x High Numbers Personalized Go,201604,0,1.03,0
Nike Men's Deutschland Weltmeister Winners Bl,201604,20,0.26,5.16
Bridgestone e6 Straight Distance NFL San Dieg,201604,0,0.86,0
Nike Women's Tempo Shorts,201604,0,0.19,0
Team Golf Texas Longhorns Putter Grip,201604,0,1.52,0
Hirzl Women's Soffft Flex Golf Glove,201604,6,0.55,3.29
Clicgear 8.0 Shoe Brush,201604,1,0.56,0.56
Hirzl Women's Hybrid Golf Glove,201604,4,0.38,1.5
Team Golf Pittsburgh Steelers Putter Grip,201604,24,1.67,40.08
Top Flite Women's 2017 XL Hybrid,201604,11,2.1,23.15
Glove It Urban Brick Golf Towel,201604,5,1.66,8.29
Nike Dri-FIT Crew Sock 6 Pack,201604,4,0.47,1.87
TYR Boys' Team Digi Jammer,201604,14,2.04,28.51
Team Golf San Francisco Giants Putter Grip,201604,0,1.85,0
Clicgear Rovic Cooler Bag,201604,0,0.34,0
Hirzl Men's Hybrid Golf Glove,201604,11,1.96,21.61
Titleist Pro V1x Golf Balls,201604,2,0.27,0.53
adidas Men's Germany Black Crest Away Tee,201604,7,2.32,16.27
Titleist Pro V1 High Numbers Personalized Gol,201604,4,0.15,0.58
Under Armour Women's Micro G Skulpt Running S,201604,0,0.54,0
Under Armour Hustle Storm Medium Duffle Bag,201604,2,0.95,1.9
Under Armour Women's Ignite PIP VI Slide,201604,0,1.23,0
Bag Boy Beverage Holder,201604,8,1.85,14.8
Under Armour Men's Tech II T-Shirt,201604,2,1.18,2.35
Team Golf New England Patriots Putter Grip,201604,10,2.01,20.13
Under Armour Men's Compression EV SL Slide,201604,0,1.9,0
Bridgestone e6 Straight Distance NFL Tennesse,201604,0,2.25,0
Glove It Women's Mod Oval Golf Glove,201604,0,1.08,0
Titleist Pro V1x High Numbers Golf Balls,201604,10,0.7,7.01
Nike Women's Legend V-Neck T-Shirt,201604,7,2.05,14.36
Under Armour Kids' Mercenary Slide,201604,0,1.03,0
adidas Kids' F5 Messi FG Soccer Cleat,201604,22,0.79,17.41
Children's heaters,201604,0,0.56,0
Web Camera,201604,0,0.9,0
Dell Laptop,201604,22,1.76,38.79
Porcelain crafts,201604,0,1.36,0
Sports Books,201604,0,0.37,0
DVDs,201604,0,2.3,0
Industrial consumer electronics,201604,0,1.44,0
Fighting video games,201604,0,0.15,0
Summer dresses,201604,0,1.55,0
Lawn mower,201604,0,1.02,0
Adult dog supplies,201604,0,2,0
Rock music,201604,0,1.58,0
Elevation Training Mask 2.0,201604,0,1.27,0
LIJA Women's Mid-Length Panel Golf Shorts,201604,1,1.69,1.69
Toys,201604,0,1.63,0
Brooks Women's Ghost 6 Running Shoe,201604,0,1.79,0
Bag Boy M330 Push Cart,201604,0,0.35,0
Merrell Women's Grassbow Sport Hiking Shoe,201604,0,0.12,0
Nike Men's Free TR 5.0 TB Training Shoe,201604,0,1.62,0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201604,0,0.31,0
First aid kit,201604,0,1.92,0
CDs of rock,201604,0,1.56,0
Polar FT4 Heart Rate Monitor,201604,0,1.51,0
LIJA Women's Argyle Golf Polo,201604,0,0.45,0
TaylorMade White Smoke IN-12 Putter,201604,0,2.07,0
Fitbit The One Wireless Activity & Sleep Trac,201604,0,1.34,0
Nike Kids' Grade School KD VI Basketball Shoe,201604,0,1.2,0
The North Face Women's Recon Backpack,201604,0,1.48,0
Smart watch,201604,0,0.68,0
Baby sweater,201604,0,1.53,0
MDGolf Pittsburgh Penguins Putter,201604,0,1.64,0
Men's gala suit,201604,0,1.83,0
Merrell Men's All Out Flash Trail Running Sho,201604,0,1.81,0
Garmin Approach S3 Golf GPS Watch,201604,0,1.86,0
LIJA Women's Button Golf Dress,201604,0,2.2,0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201604,0,0.42,0
Merrell Women's Siren Mid Waterproof Hiking B,201604,0,0.44,0
TaylorMade Women's RBZ SL Rescue,201604,0,0.56,0
Mio ALPHA Heart Rate Monitor/Sport Watch,201604,0,2.09,0
TaylorMade 2017 Purelite Stand Bag,201604,0,0.74,0
Cleveland Golf Collegiate My Custom Wedge 588,201604,0,1.95,0
adidas Brazuca 2017 Official Match Ball,201604,0,0.61,0
Nike Men's Fingertrap Max Training Shoe,201604,0,1.4,0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201604,0,1.48,0
Nike Men's Kobe IX Elite Low Basketball Shoe,201604,0,1.85,0
Ogio Race Golf Shoes,201604,0,2.21,0
insta-bed Neverflat Air Mattress,201604,0,2.24,0
GolfBuddy VT3 GPS Watch,201604,0,1.34,0
Merrell Women's Grassbow Sport Waterproof Hik,201604,0,1.99,0
Titleist Small Wheeled Travel Cover,201604,0,1.06,0
Polar Loop Activity Tracker,201604,0,2.11,0
Pelican Maverick 100X Kayak,201604,0,2.03,0
Garmin Approach S4 Golf GPS Watch,201604,0,1.88,0
Total Gym 1400,201604,0,0.29,0
Garmin Forerunner 910XT GPS Watch,201604,0,1.74,0
Titleist Club Glove Travel Cover,201604,0,1.35,0
GoPro HERO3+ Black Edition Camera,201604,0,1.16,0
Diamondback Boys' Insight 24 Performance Hybr,201604,0,2.15,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201604,0,2.12,0
Stiga Master Series ST3100 Competition Indoor,201604,0,1.04,0
SOLE E35 Elliptical,201604,32,0.7,22.47
Bushnell Pro X7 Jolt Slope Rangefinder,201604,26,1.31,34.17
SOLE E25 Elliptical,201604,18,1.7,30.59
Bowflex SelectTech 1090 Dumbbells,201604,16,0.4,6.38
Perfect Fitness Perfect Rip Deck,201603,543,1.58,855.96
Nike Men's Dri-FIT Victory Golf Polo,201603,78,1.03,80.29
O'Brien Men's Neoprene Life Vest,201603,83,0.63,52.18
Nike Men's Free 5.0+ Running Shoe,201603,333,0.21,70.95
Under Armour Girls' Toddler Spine Surge Runni,201603,189,1.37,259.16
Nike Men's CJ Elite 2 TD Football Cleat,201603,199,0.51,101.57
Field & Stream Sportsman 16 Gun Fire Safe,201603,32,1.05,33.5
Pelican Sunstream 100 Kayak,201603,125,1.63,204.29
Diamondback Women's Serene Classic Comfort Bi,201603,31,0.3,9.34
ENO Atlas Hammock Straps,201603,7,1.78,12.45
Nike Men's Comfort 2 Slide,201603,3,1.42,4.26
adidas Youth Germany Black/Red Away Match Soc,201603,13,2.31,29.99
Team Golf St. Louis Cardinals Putter Grip,201603,0,2.08,0
